species_id	species_alt_id	species_name	representative_genome	gtdb_taxonomy	operational_taxonomy	count_hgm	count_ref	gut_species	new_species	cultured_species	high_quality	signalp_type
OTU-04775	257460	Bacteroides massiliensis	1262754.3	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B massiliensis	d__Bacteria;p__21;c__101;o__592;f__1142;g__4351;s__04775	130	5	Yes	No	Yes	Yes	gram-negative
OTU-10097	261505	Lactobacillus delbrueckii	83684.5	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii	d__Bacteria;p__01;c__014;o__054;f__0106;g__0444;s__10097	8	59	Yes	No	Yes	Yes	gram-positive
OTU-01209	218865	Methanomethylophilus alvus	1262903.3	d__Archaea;p__Thermoplasmataeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvus	d__Archaea;p__26;c__135;o__804;f__1603;g__7024;s__01209	3	2	Yes	No	Yes	Yes	archaea
OTU-05296	256607	UBA7173 HGM05296	ERS396331_8	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__UBA7173	d__Bacteria;p__21;c__101;o__592;f__1147;g__4458;s__05296	6	0	Yes	Yes	No	Yes	gram-negative
OTU-11976	251620	Anaerostipes caccae	ERS473396_18	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae	d__Bacteria;p__18;c__124;o__762;f__1518;g__6525;s__11976	18	4	Yes	No	Yes	Yes	gram-positive
OTU-20490	261977	Klebsiella pneumoniae	2026240.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20490	1	7	Yes	No	Yes	Yes	gram-negative
OTU-20693	233310	Enterobacter kobei	1951719.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__UBA5030	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20693	1	4	Yes	No	Yes	Yes	gram-negative
OTU-13222	223251	Ruminococcaceae HGM13222	ERS537327_19	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	d__Bacteria;p__18;c__124;o__751;f__1496;g__6302;s__13222	2	0	Yes	Yes	No	Yes	gram-positive
OTU-13102	254078	Oscillospiraceae sp.	1262992.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	d__Bacteria;p__18;c__124;o__750;f__1481;g__6148;s__13102	197	1	Yes	No	No	Yes	gram-positive
OTU-12536	250068	Ruminococcus lactaris	SRS050752_17	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B lactaris	d__Bacteria;p__18;c__124;o__762;f__1517;g__6652;s__12536	147	2	Yes	No	Yes	Yes	gram-positive
OTU-10892	212046	RFN20 sp.	1263020.3	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-345;s__	d__Bacteria;p__01;c__013;o__040;f__0070;g__0237;s__10892	15	1	Yes	No	No	Yes	gram-positive
OTU-13431	254511	Subdoligranulum HGM13431	ERS608494_5	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum	d__Bacteria;p__18;c__124;o__753;f__1494;g__6286;s__13431	25	0	Yes	Yes	No	Yes	gram-positive
OTU-14148	269161	Megasphaeraceae HGM14148	ERS235560_32	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__DIF-B143	d__Bacteria;p__18;c__123;o__722;f__1409;g__5752;s__14148	2	0	Yes	Yes	No	Yes	gram-positive
OTU-09811	256529	Clostridium ramosum	445974.6	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum	d__Bacteria;p__01;c__014;o__045;f__0076;g__0256;s__09811	121	7	Yes	No	Yes	Yes	gram-positive
OTU-05505	262713	Rikenellaceae HGM05505	SRS476288_26	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	d__Bacteria;p__21;c__101;o__594;f__1150;g__4516;s__05505	1	0	Yes	Yes	No	Yes	gram-negative
OTU-21788	253813	Acinetobacter junii	40215.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter junii	d__Bacteria;p__08;c__064;o__361;f__0705;g__2423;s__21788	1	32	Yes	No	Yes	Yes	gram-negative
OTU-14329	223249	Fusobacterium HGM14329	ERS537392_50	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B	d__Bacteria;p__01;c__006;o__022;f__0037;g__0116;s__14329	2	0	Yes	Yes	No	Yes	gram-negative
OTU-04735	262721	Bacteroides HGM04735	ERS396312_38	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A	d__Bacteria;p__21;c__101;o__592;f__1142;g__4351;s__04735	1	0	Yes	Yes	No	Yes	gram-negative
OTU-05374	247306	P3 HGM05374	SRS883026_38	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__P3	d__Bacteria;p__21;c__101;o__595;f__1157;g__4571;s__05374	7	0	Yes	Yes	No	Yes	gram-negative
OTU-04728	262041	Bacteroides uniformis	SRS1735679_4	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	d__Bacteria;p__21;c__101;o__592;f__1142;g__4347;s__04728	1045	24	Yes	No	Yes	Yes	gram-negative
OTU-05213	257642	Homeothermaceae HGM05213	SRS143342_30	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-279	d__Bacteria;p__21;c__101;o__592;f__1147;g__4471;s__05213	11	0	Yes	Yes	No	Yes	gram-negative
OTU-05537	231741	Alistipes HGM05537	SRS142505_29	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	d__Bacteria;p__21;c__101;o__591;f__1149;g__4500;s__05537	5	0	Yes	Yes	No	Yes	gram-negative
OTU-12204	228291	Clostridium asparagiforme	518636.5	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__	d__Bacteria;p__18;c__124;o__762;f__1517;g__6684;s__12204	3	2	Yes	No	Yes	Yes	gram-positive
OTU-12867	234230	DTU089 HGM12867	ERS235496_5	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-251	d__Bacteria;p__18;c__124;o__751;f__1488;g__6213;s__12867	15	0	Yes	Yes	No	Yes	gram-positive
OTU-09791	247701	Erysipelatoclostridiaceae sp.	1965557.3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae	d__Bacteria;p__01;c__014;o__045;f__0076;g__0258;s__09791	4	4	Yes	No	Yes	Yes	gram-positive
OTU-12989	254514	Oscillospiraceae HGM12989	ERS235534_25	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	d__Bacteria;p__18;c__124;o__750;f__1482;g__6168;s__12989	63	0	Yes	Yes	No	Yes	gram-positive
OTU-05579	248403	Alistipes senegalensis	ERS537284_28	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	d__Bacteria;p__21;c__101;o__591;f__1149;g__4500;s__05579	10	1	Yes	No	Yes	Yes	gram-negative
OTU-12485	261917	Roseburia inulinivorans	1263105.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	d__Bacteria;p__18;c__124;o__762;f__1517;g__6617;s__12485	312	6	Yes	No	Yes	Yes	gram-positive
OTU-12465	223821	Robinsoniella HGM12465	ERS473025_4	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Robinsoniella	d__Bacteria;p__18;c__124;o__762;f__1517;g__6662;s__12465	2	0	Yes	Yes	No	Yes	gram-positive
OTU-20800	262201	Haemophilus parainfluenzae	888828.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	d__Bacteria;p__08;c__064;o__363;f__0707;g__2432;s__20800	23	13	Yes	No	Yes	Yes	gram-negative
OTU-01762	260595	Bifidobacterium sp.	SRS255128_23	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium	d__Bacteria;p__23;c__114;o__653;f__1260;g__5068;s__01762	3	9	Yes	No	Yes	Yes	gram-positive
OTU-10033	242816	Enterococcus avium	SRS373047_12	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A;s__Enterococcus_A avium	d__Bacteria;p__01;c__014;o__053;f__0109;g__0503;s__10033	19	8	Yes	No	Yes	Yes	gram-positive
OTU-10921	271689	RFN20 HGM10921	SRS475990_118	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826	d__Bacteria;p__01;c__013;o__038;f__0066;g__0221;s__10921	2	0	Yes	Yes	No	Yes	gram-positive
OTU-04804	253494	Paraprevotella HGM04804	SRS1596871_71	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella	d__Bacteria;p__21;c__101;o__592;f__1142;g__4360;s__04804	15	0	Yes	Yes	No	Yes	gram-negative
OTU-14024	262099	Phascolarctobacterium sp.	ERS608510_48	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	d__Bacteria;p__18;c__123;o__722;f__1408;g__5750;s__14024	19	1	Yes	No	No	Yes	gram-positive
OTU-04736	261906	Bacteroides plebeius	ERS537338_17	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A	d__Bacteria;p__21;c__101;o__592;f__1142;g__4351;s__04736	107	2	Yes	No	No	Yes	gram-negative
OTU-05040	261098	Prevotella melaninogenica	553174.6	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica	d__Bacteria;p__21;c__101;o__592;f__1144;g__4376;s__05040	2	5	Yes	No	Yes	Yes	gram-negative
OTU-10809	247494	RF39 HGM10809	ERS608579_42	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302	d__Bacteria;p__01;c__014;o__047;f__0086;g__0341;s__10809	18	0	Yes	Yes	No	Yes	gram-positive
OTU-23463	262802	UBA1784 HGM23463	SRS476144_146	d__Bacteria;p__Verrucomicrobia;c__Lentisphaeria;o__UBA1784	d__Bacteria;p__20;c__096;o__545;f__1046;g__3899;s__23463	1	0	Yes	Yes	No	Yes	gram-negative
OTU-14149	260873	Megasphaeraceae HGM14149	SRS294965_13	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__DIF-B143	d__Bacteria;p__18;c__123;o__722;f__1409;g__5752;s__14149	22	0	Yes	Yes	No	Yes	gram-positive
OTU-12923	223312	Ruminococcus HGM12923	SRS820627_18	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E	d__Bacteria;p__18;c__124;o__751;f__1490;g__6254;s__12923	2	0	Yes	Yes	No	Yes	gram-positive
OTU-13246	268620	Ruminococcaceae HGM13246	SRS476152_71	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115	d__Bacteria;p__18;c__124;o__751;f__1497;g__6306;s__13246	1	0	Yes	Yes	No	Yes	gram-positive
OTU-14139	260056	Dialister sp.	SRS475698_92	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp1	d__Bacteria;p__18;c__123;o__722;f__1410;g__5761;s__14139	274	1	Yes	No	No	Yes	gram-positive
OTU-05417	262833	Paludibacteraceae HGM05417	ERS473224_32	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae	d__Bacteria;p__21;c__101;o__592;f__1141;g__4326;s__05417	1	0	Yes	Yes	No	Yes	gram-negative
OTU-04381	261248	Slackia piriformis	742818.3	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia;s__Slackia piriformis	d__Bacteria;p__23;c__115;o__659;f__1277;g__5371;s__04381	4	1	Yes	No	Yes	Yes	gram-positive
OTU-01688	262101	Streptomyces cattleya	1118058.3	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces_B;s__Actinomyces_B sp1	d__Bacteria;p__23;c__114;o__654;f__1270;g__5244;s__01688	1	3	Yes	No	Yes	Yes	gram-positive
OTU-04251	269336	Collinsella HGM04251	SRS284313_6	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04251	1	0	Yes	Yes	No	Yes	gram-positive
OTU-11340	240386	Clostridia HGM11340	SRS476291_27	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15	d__Bacteria;p__18;c__124;o__744;f__1457;g__6037;s__11340	2	0	Yes	Yes	No	Yes	gram-positive
OTU-11341	214509	Clostridia HGM11341	SRS476076_133	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15	d__Bacteria;p__18;c__124;o__740;f__1450;g__6003;s__11341	5	0	Yes	Yes	No	Yes	gram-positive
OTU-10096	256462	Lactobacillus crispatus	47770.73	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	d__Bacteria;p__01;c__014;o__054;f__0106;g__0446;s__10096	5	61	Yes	No	Yes	Yes	gram-positive
OTU-14087	257092	Mitsuokella jalaludinii	SRS1596816_43	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella jalaludinii	d__Bacteria;p__18;c__123;o__723;f__1407;g__5734;s__14087	66	4	Yes	No	Yes	Yes	gram-positive
OTU-13106	261989	D16 sp.	1965576.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__D16	d__Bacteria;p__18;c__124;o__750;f__1481;g__6160;s__13106	2	1	Yes	No	Yes	Yes	gram-positive
OTU-13555	261854	Clostridium bartlettii	261299.4	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii	d__Bacteria;p__18;c__124;o__767;f__1539;g__6780;s__13555	21	9	Yes	No	Yes	Yes	gram-positive
OTU-01797	255274	Bifidobacterium sp.	1437600.3	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum	d__Bacteria;p__23;c__114;o__653;f__1260;g__5068;s__01797	1	2	Yes	No	Yes	Yes	gram-positive
OTU-04144	262873	Collinsella HGM04144	SRS820597_55	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04144	1	0	Yes	Yes	No	Yes	gram-positive
OTU-14076	248154	Megamonas funiformis	ERS537347_65	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	d__Bacteria;p__18;c__123;o__723;f__1407;g__5741;s__14076	198	6	Yes	No	Yes	Yes	gram-positive
OTU-11442	253147	UBA10281 HGM11442	SRS476139_65	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA10281	d__Bacteria;p__18;c__124;o__741;f__1452;g__6010;s__11442	29	0	Yes	Yes	No	Yes	gram-positive
OTU-19409	262217	Ralstonia pickettii	402626.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Ralstonia	d__Bacteria;p__08;c__064;o__329;f__0614;g__1833;s__19409	1	18	Yes	No	Yes	Yes	gram-negative
OTU-04822	262881	Prevotella HGM04822	ERS396329_8	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	d__Bacteria;p__21;c__101;o__592;f__1144;g__4383;s__04822	1	0	Yes	Yes	No	Yes	gram-negative
OTU-10803	271469	RF39 sp.	1262906.3	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-776;s__	d__Bacteria;p__01;c__014;o__047;f__0084;g__0316;s__10803	1	1	Yes	No	No	Yes	gram-positive
OTU-04147	262887	Collinsella HGM04147	ERS473288_31	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04147	1	0	Yes	Yes	No	Yes	gram-positive
OTU-04148	267346	Collinsella HGM04148	ERS537329_74	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04148	1	0	Yes	Yes	No	Yes	gram-positive
OTU-11342	259381	Clostridia HGM11342	ERS396355_2	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15	d__Bacteria;p__18;c__124;o__744;f__1458;g__6039;s__11342	7	0	Yes	Yes	No	Yes	gram-positive
OTU-12926	271794	Ruminococcus HGM12926	ERS473294_68	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E	d__Bacteria;p__18;c__124;o__751;f__1490;g__6254;s__12926	1	0	Yes	Yes	No	Yes	gram-positive
OTU-12538	252646	Ruminococcus torques	665951.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B torques	d__Bacteria;p__18;c__124;o__762;f__1517;g__6652;s__12538	360	7	Yes	No	Yes	Yes	gram-positive
OTU-13439	242421	UBA1394 sp.	ERS608518_14	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__	d__Bacteria;p__18;c__124;o__751;f__1498;g__6322;s__13439	42	1	Yes	No	Yes	Yes	gram-positive
OTU-14191	263918	Veillonella HGM14191	SRS294823_8	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A	d__Bacteria;p__18;c__123;o__722;f__1409;g__5755;s__14191	1	0	Yes	Yes	No	Yes	gram-positive
OTU-13296	259620	Faecalibacterium sp.	ERS608507_18	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	d__Bacteria;p__18;c__124;o__753;f__1494;g__6284;s__13296	48	1	Yes	No	Yes	Yes	gram-positive
OTU-12293	254646	Eubacterium HGM12293	SRS077730_21	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G	d__Bacteria;p__18;c__124;o__762;f__1517;g__6487;s__12293	7	0	Yes	Yes	No	Yes	gram-positive
OTU-12046	260788	Blautia wexlerae	SRS1719567_3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	d__Bacteria;p__18;c__124;o__762;f__1517;g__6656;s__12046	513	13	Yes	No	Yes	Yes	gram-positive
OTU-20068	211988	Enterobacterales HGM20068	SRS476152_14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	d__Bacteria;p__08;c__064;o__363;f__0724;g__2521;s__20068	3	0	Yes	Yes	No	Yes	gram-negative
OTU-12253	259317	Dorea HGM12253	ERS396508_6	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	d__Bacteria;p__18;c__124;o__762;f__1517;g__6649;s__12253	4	0	Yes	Yes	No	Yes	gram-positive
OTU-10814	261256	RF39 sp.	SRS142503_63	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp3	d__Bacteria;p__01;c__014;o__047;f__0086;g__0341;s__10814	116	2	Yes	No	No	Yes	gram-positive
OTU-14169	271818	F0422 HGM14169	ERS473147_12	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422	d__Bacteria;p__18;c__123;o__722;f__1409;g__5754;s__14169	1	0	Yes	Yes	No	Yes	gram-positive
OTU-10203	252489	Lactobacillus parafarraginis	SRS1719089_2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G parafarraginis	d__Bacteria;p__01;c__014;o__053;f__0107;g__0484;s__10203	1	5	Yes	No	Yes	Yes	gram-positive
OTU-04825	271823	Prevotella HGM04825	SRS476348_84	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	d__Bacteria;p__21;c__101;o__592;f__1144;g__4371;s__04825	1	0	Yes	Yes	No	Yes	gram-negative
OTU-05193	276335	Homeothermaceae HGM05193	SRS022137_40	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-1031	d__Bacteria;p__21;c__101;o__592;f__1147;g__4454;s__05193	3	0	Yes	Yes	No	Yes	gram-negative
OTU-05298	247925	UBA7173 sp.	SRS022137_46	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__UBA7173;s__	d__Bacteria;p__21;c__101;o__592;f__1147;g__4458;s__05298	8	1	Yes	No	No	Yes	gram-negative
OTU-12635	259568	Butyricicoccaceae sp.	SRS883021_65	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae	d__Bacteria;p__18;c__124;o__750;f__1484;g__6189;s__12635	18	1	Yes	No	No	Yes	gram-positive
OTU-12127	260952	Lachnospiraceae sp.	ERS537183_49	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__	d__Bacteria;p__18;c__124;o__762;f__1517;g__6663;s__12127	112	3	Yes	No	Yes	Yes	gram-positive
OTU-04149	271845	Collinsella HGM04149	SRS013098_72	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04149	1	0	Yes	Yes	No	Yes	gram-positive
OTU-04827	213416	Prevotella HGM04827	SRS820612_48	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	d__Bacteria;p__21;c__101;o__592;f__1144;g__4375;s__04827	2	0	Yes	Yes	No	Yes	gram-negative
OTU-11589	258635	Christensenellales HGM11589	ERS608576_78	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-74	d__Bacteria;p__18;c__124;o__747;f__1467;g__6069;s__11589	24	0	Yes	Yes	No	Yes	gram-positive
OTU-05664	257644	RC9 sp.	SRS1596868_24	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__RC9;s__	d__Bacteria;p__21;c__101;o__594;f__1151;g__4522;s__05664	214	1	Yes	No	No	Yes	gram-negative
OTU-10040	270535	Enterococcus raffinosus	1158602.4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A;s__Enterococcus_A raffinosus	d__Bacteria;p__01;c__014;o__053;f__0109;g__0503;s__10040	2	10	Yes	No	Yes	Yes	gram-positive
OTU-09809	262192	Erysipelatoclostridium sp.	59620.49	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__	d__Bacteria;p__01;c__014;o__045;f__0076;g__0257;s__09809	280	6	Yes	No	Yes	Yes	gram-positive
OTU-13127	262238	ER4 sp.	ERS396493_5	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	d__Bacteria;p__18;c__124;o__750;f__1481;g__6149;s__13127	121	3	Yes	No	No	Yes	gram-positive
OTU-11549	244679	Christensenellales HGM11549	ERS235621_62	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-138	d__Bacteria;p__18;c__124;o__746;f__1468;g__6094;s__11549	5	0	Yes	Yes	No	Yes	gram-positive
OTU-09869	267417	Holdemanella HGM09869	ERS396505_108	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	d__Bacteria;p__01;c__014;o__046;f__0082;g__0288;s__09869	1	0	Yes	Yes	No	Yes	gram-positive
OTU-05575	260849	Alistipes sp.	SRS049402_2	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi	d__Bacteria;p__21;c__101;o__591;f__1149;g__4500;s__05575	100	1	Yes	No	Yes	Yes	gram-negative
OTU-13105	261605	Oscillospiraceae sp.	SRS019582_79	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp3	d__Bacteria;p__18;c__124;o__750;f__1481;g__6148;s__13105	200	1	Yes	No	No	Yes	gram-positive
OTU-00334	242395	Methanobrevibacter smithii	ERS608572_37	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A	d__Archaea;p__28;c__141;o__812;f__1615;g__7097;s__00334	46	14	Yes	No	Yes	Yes	archaea
OTU-10229	242022	Lactobacillus oris	1423779.3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H oris	d__Bacteria;p__01;c__014;o__053;f__0107;g__0476;s__10229	5	4	Yes	No	Yes	Yes	gram-positive
